school_code,position_title,sanctioned_posts
41015,High School Assistant HG(16980-31360),1
41015,High School Assistant Hindi,1
41015,High School Assistant Hindi(HG),1
41015,High School Assistant Malayalam(HG),1
41015,High School Assistant Mathematics (HG),2
41015,High School Assistant Physical Science,1
41015,Junior Hindi Teacher Gr I,1
41015,Office Attendant Gr II,2
41015,UP School Assistant Gr I,2
41016,Clerk,1
41016,Drawing Teacher Sel Gr,1
41016,High School Assistant Malayalam(Snr Gr),1
41016,High School Assistant Natural Science (HG),1
41016,High School Assistant Social Science(HG),1
41016,High School Assistant malayalam(HG 18740-33680),1
41016,Lower Grade Hindi,1
41016,Office Attendant,1
41016,Teacher (U P School) Sel Gr,1
41016,UP School Assistant,1
41017,High School Assistant,1
41017,High School Assistant (HG),1
41017,High School Assistant Malayalam,1
41017,High School Assistant Malayalam(Snr Gr),1
41017,High School Assistant Natural Science,1
41017,Office Attendant Gr I (15 Yrs HG),1
41017,Office Attendant Gr II,1
41017,Office Attendant Snr Grade,1
41017,UP School Assistant,5
41018,High School Assistant Natural Science (Snr Gr),1
41018,Office Attendant Gr II,1
41019,Drawing Teacher Gr II,1
41019,FTM,1
41019,FTM  1st HG,1
41019,FTM 2nd HG,1
41019,High School Assistant,1
41019,High School Assistant Arabic,1
41019,High School Assistant Malayalam,2
41019,High School Assistant Malayalam(Snr Gr),1
41019,High School Assistant Mathematics,1
41019,High School Assistant Social Science,2
41019,High School Assistant Social Science (HG),1
41019,Office Attendant Gr I (15 Yrs HG),1
41019,Office Attendant Gr I (22 Yrs HG),1
41019,Teacher (L P School) Gr II,5
41019,Teacher (L P School)(Snr Gr),1
41019,Teacher (LP/UP) - Hindi (Sel Gr),1
41020,Full time Hindi  Teacher,1
41020,High School Assistant Malayalam(Snr Gr),1
41020,High School Assistant Mathematics(HG),1
41020,High School Assistant Physical Science,1
41020,L P School Assistant (HG),1
41020,Office Attendant Gr I,1
41020,P D Teacher (Senior Grade),1
41020,Senior Clerk,1
41020,Trade Instructor Gr I in Computer  (DTE),1
41021,High School Assistant English,1
41021,High School Assistant Hindi(Sel. Gr),1
41021,High School Assistant Mathematics,1
41021,High School Assistant Physical Science,2
41021,Office Attendant,1
41021,Office Attendant Gr II,1
41022,FTM,1
41022,Headmaster/Headmistress (High School),1
41022,High School Assistant (Snr Gr),1
41022,High School Assistant Mathematics,1
41022,High School Assistant Physical Science,1
41022,LD Clerk (8 Yrs Not Qualified),1
41022,Office Attendant Gr I,1
41022,Physical Education Teacher,1
41022,Teacher (U P School) Gr I,1
41022,UP School Assistant,2
41022,UP School Assistant (Sel Gr),1
41023,High School Assistant,1
41023,High School Assistant Malayalam(HG),1
41023,High School Assistant Natural Science (HG),1
41023,High School Assistant Physical Science,3
41023,High School Assistant Physical Science (HG),1
41023,High School Assistant Social Science,1
41023,Office Attendant Gr I (22 Yrs HG),1
41023,Office Attendant Gr II,1
41023,Physical Education Teacher (Sel Gr),1
41023,Teacher (LP/UP) - Hindi (Sr Gr),1
41023,Teacher (U P School) Snr Gr,1
41025,Headmaster/Headmistress HG (High School),1
41025,High School Assistant English (Snr Gr),1
41025,High School Assistant English(HG),1
41025,High School Assistant Hindi(Sel. Gr),2
41025,High School Assistant Malayalam(Snr Gr),1
41025,High School Assistant Mathematics (HG),1
41025,High School Assistant Physical Science(Sel Gr),1
41025,High School Assistant Physical Science(Snr. Gr),1
41025,Physical Education Teacher,1
41025,Teacher (U P School) Sel Gr,3
41025,UP School Assistant (Sel Gr),1
41026,FTM,1
41026,High School Assistant (Sr Gr),1
41026,High School Assistant Social Science,1
41026,L P School Assistant,2
41026,Office Attendant (8 Yrs HG),1
41026,Teacher (U P School) Gr II,1
41026,UP School Assistant,3
41027,FTM,2
41027,Headmaster/Headmistress,1
41027,High School Assistant,2
41027,High School Assistant English,1
41027,High School Assistant Natural Science,1
41028,High School Assistant (Lower Scale),1
41028,High School Assistant Hindi,1
41028,High School Assistant Malayalam(Snr Gr),1
41028,High School Assistant Mathematics (HG),1
41028,High School Assistant Natural Science,1
41028,L P School Assistant (HG),2
41028,P D Teacher (Senior Grade),2
41028,Primary Teacher (Hindi) (Part Time),1
41028,Teacher (L P School) Gr II,1
41028,Teacher (U P School) Gr II,1
41028,UP School Assistant Grade II,1
41029,Headmaster/Headmistress (High School),1
41029,High School Assistant (Snr Gr),1
41029,High School Assistant Mathematics (Sel Gr),2
41029,High School Assistant Natural Science,1
41029,Office Attendant,1
41029,Office Attendant Gr II,2
41029,Teacher (LP/UP) - Hindi (Grade I),1
41029,Teacher (U P School) Gr II,4
41029,Teacher (U P School) Snr Gr,1
41030,High School Assistant,1
41030,High School Assistant Arabic,1
41030,High School Assistant Malayalam(HG),1
41030,High School Assistant Mathematics,1
41030,High School Assistant Physical Science,2
41030,L P School Assistant,1
41030,L P School Assistant (HG),1
41030,Lower Grade Arabic (Sel Gr),1
41030,Office Attendant Gr II,2
41030,P D Teacher (Senior Grade),1
41030,Primary Teacher (Hindi) (Part Time with Full Time Benefit) Snr Gr,1
41030,Teacher (U P School) Gr II,1
41030,UP School Assistant (Snr Gr),1
41031,FTM,2
41031,FTM  1st HG,1
41031,Headmaster/Headmistress (High School),1
41031,High School Assistant Arabic (Snr Gr),1
41031,High School Assistant English (Snr Gr),2
41031,High School Assistant Hindi,1
41031,High School Assistant Mathematics,2
41031,High School Assistant Natural Science (Snr Gr),1
41031,High School Assistant Physical Science,1
41031,High School Assistant Sanskrit(Snr Gr),1
41031,High School Assistant Social Science(HG),1
41031,High School Assistant Social Science(Sel Gr),2
41031,Teacher (LP/UP) - Hindi (Grade II),1
41031,Teacher (U P School) Gr II,4
41031,Teacher (U P School) Sel Gr,1
41032,High School Assistant English,3
41032,High School Assistant Hindi,3
41032,High School Assistant Hindi(Sel. Gr),1
41032,High School Assistant Malayalam(HG),3
41032,High School Assistant Malayalam(Snr Gr),2
41032,High School Assistant Mathematics (Snr Gr),1
41032,High School Assistant Mathematics(HG),1
41032,High School Assistant Mathematics(Sel. Gr),2
41032,High School Assistant Natural Science (Sel Gr),1
41032,High School Assistant Physical Science,3
41032,High School Assistant Physical Science(Snr. Gr),1
41032,High School Assistant Sanskrit(HG),1
41032,High School Assistant Social Science,2
41032,Lower Grade Arabic,1
41032,Music Teacher (Grade-I),1
41032,Office Attendant Gr II (15 Yrs HG),1
41032,Teacher (U P School) Gr II,2
41032,UP School Assistant Grade I,1
41033,Clerk,1
41033,High School Assistant English,4
41033,High School Assistant Hindi,1
41033,High School Assistant Malayalam(HG),1
41033,High School Assistant Mathematics,1
41033,High School Assistant Physical Science,4
41033,High School Assistant Social Science,2
41033,High School Asst (lower scale),1
41033,Office Attendant Snr Grade,1
41033,Teacher (LP/UP) - Hindi (Grade II),1
41034,Headmaster LP/UP (Senior Grade),1
41034,High School Assistant Arabic (HG),1
41034,High School Assistant English (Snr Gr),2
41034,High School Assistant English(HG),2
41034,High School Assistant Malayalam,2
41034,High School Assistant Mathematics,4
41034,High School Assistant Physical Science(HG),1
41034,High School Assistant Social Science (HG),3
41034,High School Assistant malayalam(HG 18740-33680),1
41034,LD Clerk (22 Yrs HG Qualified),1
41034,Office Attendant Gr I (22 Yrs HG),2
41034,Teacher (LP/UP) - Hindi (Sel Gr),1
41034,Teacher (LP/UP) - Urdu (Sel Gr),1
41034,Teacher (U P School) Snr Gr,1
41035,FTM,4
41035,High School Assistant Arabic,1
41035,High School Assistant English(HG),3
41035,High School Assistant Hindi(HG),1
41035,High School Assistant Malayalam(HG),3
41035,High School Assistant Malayalam(Snr Gr),1
41035,High School Assistant Mathematics (Sel Gr),1
41035,High School Assistant Natural Science (HG),3
41035,High School Assistant Physical Science,2
41035,High School Assistant Social Science,3
41035,Junior Arabic Teacher Gr II,1
41035,Office Attendant,1
41035,P D Teacher (Selection Grade),1
41035,Senior Clerk,1
41035,Sewing Teacher,1
41035,Teacher (LP/UP) - Hindi (Grade II),1
41035,UP School Assistant (HG),3
41035,UP School Assistant (Snr Gr),1
41035,UP School Assistant Gr I,1
41036,High School Assistant,2
41036,High School Assistant Hindi,2
41036,High School Assistant Malayalam(Snr Gr),2
41036,High School Assistant Natural Science (HG),1
41036,High School Assistant Physical Science(Sel Gr),1
41036,High School Assistant Social Science,1
41036,High School Assistant Social Science(HG),1
41036,Office Attendant,1
41036,Office Attendant Gr I,1
41036,P D Teacher (Senior Grade),2
41036,Senior Clerk,1
41036,Teacher (U P School) Snr Gr,1
41036,UP School Assistant,1
41037,FTM,1
41037,Headmaster/Headmistress (High School),1
41037,High School Assistant Arabic (HG),1
41037,High School Assistant English,1
41037,High School Assistant Mathematics,2
41037,High School Assistant Physical Science,2
41037,Junior Hindi Teacher Gr II,1
41037,Office Attendant (15 Yrs HG),1
41037,Senior Clerk,1
41037,UP School Assistant,5
41038,High School Assistant English(HG),1
41038,High School Assistant Physical Science (HG),1
41038,High School Assistant Social Science(Sel Gr),1
41038,Junior Hindi Teacher (Sr Gr),1
41038,Office Attendant Gr I,1
41038,UP School Assistant,2
41038,UP School Assistant (Sel Gr),1
41039,FTM,1
41039,Headmaster/Headmistress (High School),1
41039,High School Assistant Hindi,1
41039,High School Assistant Natural Science,1
41039,Teacher (U P School) Gr II,1
41039,Training School Assistant HG,1
41039,U.D Clerk (Sel Gr),1
41040,FTM,2
41040,High School Assistant (Sanskrit) (Part Time),1
41040,High School Assistant English(HG),2
41040,High School Assistant Hindi,2
41040,High School Assistant Malayalam,3
41040,High School Assistant Mathematics,1
41040,High School Assistant Natural Science,1
41040,Office Attendant Gr I,1
41041,Drawing Teacher Gr II,1
41041,Headmaster/Headmistress HG (High School),1
41041,High School Assistant Arabic (HG),1
41041,High School Assistant English (Snr Gr),1
41041,High School Assistant English(HG),1
41041,High School Assistant Malayalam,1
41041,High School Assistant Mathematics (HG),1
41041,High School Assistant Natural Science,1
41041,Teacher (U P School) Gr II,2
41041,UP School Assistant,2
41041,UP School Assistant (Sel Gr),1
41042,High School Assistant Malayalam,2
41042,High School Assistant Malayalam(Snr Gr),1
41042,High School Assistant Mathematics,1
41042,High School Assistant Natural Science (HG),2
41042,High School Assistant Social Science (HG),1
41042,Office Attendant (27 Years HG),1
41042,Teacher (U P School) Snr Gr,2
41042,UP School Assistant,2
41042,UP School Assistant (Snr Gr),1
41044,High School Assistant Social Science (HG),1
41045,Clerk,1
41045,High School Assistant English (Snr Gr),1
41045,High School Assistant Physical Science,1
41045,High School Assistant Social Science,1
41045,L P School Assistant (Snr Gr),1
41045,Office Attendant,1
41045,Teacher (U P School) Snr Gr,1
41047,High School Assistant English,1
41047,High School Assistant Mathematics,1
41047,LD Clerk (15 Yrs Not Qualified),1
41047,Office Attendant Gr I,1
41047,Office Attendant Gr II (8 Yrs HG),1
41048,High School Assistant English (Snr Gr),2
41048,High School Assistant Malayalam,1
41048,High School Assistant Malayalam(Snr Gr),1
41048,High School Assistant Natural Science (HG),1
41048,High School Assistant Social Science(HG),3
41048,Music Teacher (Senior Grade),1
41048,Office Attendant Gr I (22 Yrs HG),1
41048,Office Attendant HG,1
41048,Senior Clerk,1
41048,Teacher (LP/UP) - Hindi (Sel Gr),1
41048,Teacher (LP/UP) - Sanskrit (Grade II),1
41049,Headmaster/Headmistress (High School),1
41049,High School Assistant (HG),1
41049,High School Assistant English(HG),1
41049,High School Assistant Mathematics (Sel Gr),1
41049,High School Assistant Natural Science (Snr Gr),1
41049,High School Assistant Physical Science,1
41049,High School Assistant Physical Science (HG),1
41049,Office Attendant,2
41049,Office Attendant Gr II,1
41049,P D Teacher (Selection Grade),1
41049,Physical Education Teacher(Before 11/04/2013),1
41049,Teacher (L P School) Gr I,1
41049,Teacher (LP/UP) - Arabic (Senior Grade),1
41049,Teacher (U P School) Sel Gr,1
41049,Teacher (U P School) Snr Gr,1
41049,UP School Assistant Grade II,1
41050,FTM 2nd HG,1
41050,High School Assistant Arabic,1
41050,High School Assistant English(HG),2
41050,High School Assistant Hindi(Snr. Gr),1
41050,High School Assistant Malayalam,1
41050,High School Assistant Mathematics(HG),1
41050,High School Assistant Natural Science,1
41050,Office Attendant Gr I (27  Yrs HG),1
41050,Physical Education Teacher,1
41050,UP School Assistant,3
41050,UP School Assistant (Snr Gr),1
41051,Headmaster/Headmistress,1
41051,High School Assistant Arabic,1
41051,High School Assistant English (Snr Gr),1
41051,High School Assistant English(HG),1
41051,High School Assistant Hindi(Sel. Gr),1
41051,High School Assistant Natural Science,1
41051,LD Clerk (15 Yrs HG Qualified),1
41051,Physical Education Teacher,1
41051,Teacher (U P School) Snr Gr,1
41051,UP School Assistant (Sel Gr),3
41052,Clerk,2
41052,Headmaster/Headmistress (High School),1
41052,High School Assistant Mathematics,1
41052,High School Assistant Physical Science,1
41052,High School Assistant Social Science,1
41052,UP School Assistant,4
41053,FTM,1
41053,High School Assistant English,1
41053,High School Assistant Malayalam(HG),1
41053,High School Assistant Malayalam(Snr Gr),1
41053,High School Assistant Physical Science,1
41053,High School Assistant Social Science,1
41053,Junior Hindi Teacher (Sel Gr),1
41053,Office Attendant,1
41053,Office Attendant Gr I,1
41053,Sewing Teacher (Higher Grade),1
41053,Teacher (U P School) Gr II,1
41053,Teacher (U P School) Snr Gr,1
41053,UP School Assistant,6
41053,UP School Assistant (Snr Gr),1
41054,High School Assistant (HG),1
41054,High School Assistant English(HG),1
41054,High School Assistant Hindi,1
41054,High School Assistant Mathematics,1
41054,High School Assistant Physical Science,2
41054,LD Clerk (22 Yrs HG Qualified),1
41054,Lower Grade Hindi (HG),1
41054,Office Attendant,2
41054,Primary Teacher (Sanskrit) (Part-Time),1
41055,Clerk,1
41055,High School Assistant Hindi,1
41055,High School Assistant Natural Science,1
41055,L P School Assistant,1
41055,L P School Assistant (HG),1
41055,Office Attendant,1
41055,Office Attendant Gr I (15 Yrs HG),1
41055,P D Teacher (HG),1
41055,P D Teacher (Selection Grade),1
41055,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
41056,Clerk,1
41056,High School Assistant,1
41056,High School Assistant English (Snr Gr),1
41056,High School Assistant Mathematics,2
41056,High School Assistant Mathematics (Snr Gr),1
41056,Office Attendant,2
41056,P D Teacher (Selection Grade),1
41056,Teacher (U P School) Snr Gr,1
41056,"Workshop Instructor in Mechanical Engineering, Work experience (DTE)",1
41057,Clerk,1
41057,FTM  1st HG,1
41057,High School Assistant Hindi(Snr. Gr),1
41057,High School Assistant Malayalam(Snr Gr),1
41057,High School Assistant Natural Science (Snr Gr),1
41057,High School Assistant Physical Science,1
41057,High School Assistant Social Science(HG),1
41057,Office Attendant Gr II (15 Yrs HG),1
41057,P D Teacher (Selection Grade),1
41057,Teacher (LP/UP) - Hindi (Grade I),1
41059,Drawing Teacher Gr I,1
41059,FTM,2
41059,FTM 2nd HG,1
41059,High School Assistant,1
41059,High School Assistant English (Snr Gr),2
41059,High School Assistant Malayalam,1
41059,High School Assistant Mathematics,1
41059,High School Assistant Natural Science,1
41059,High School Assistant Natural Science (Snr Gr),2
41059,High School Assistant Physical Science (HG),3
41059,High School Assistant Social Science,2
41059,High School Assistant Social Science(HG),1
41059,Lower Grade Hindi (HG),1
41059,Office Attendant HG,1
41059,P D Teacher (Senior Grade),3
41059,Physical Education Teacher,2
41059,Primary Teacher (Hindi) (Part Time with Full Time Benefit) HG,1
41059,Teacher (U P School) Gr I,2
41059,UP School Assistant,6
41059,UP School Assistant (HG),2
41059,UP School Assistant (Snr Gr),1
41060,Clerk,1
41060,FTM,1
41060,High School Assistant Mathematics (Snr Gr),1
41060,High School Assistant Physical Science (HG),1
41060,LD Clerk (22 Yrs Not Qualified),1
41060,Office Attendant,1
41061,FTM  1st HG,1
41061,High School Assistant (Sr Gr),2
41061,High School Assistant Social Science (HG),1
41061,L P School Assistant (Sel.Gr),1
41061,UP School Assistant (Snr Gr),1
41062,FTM,1
41062,High School Assistant,1
41062,High School Assistant Physical Science,1
41062,Night Watchman,1
41062,Part Time Sanskrit Teacher with Full Time Benefit,1
41062,Teacher (U P School) Gr II,1
41063,High School Assistant (HG),1
41063,High School Assistant (Snr Gr),1
41063,High School Assistant Physical Science,1
41063,High School Assistant Sanskrit,1
41063,Office Attendant (8 Yrs HG),1
41063,Senior Clerk,1
41064,Clerk,1
41064,Drawing Teacher Gr II,1
41064,High School Assistant,3
41064,High School Assistant (HG),2
41064,High School Assistant English(HG),2
41064,High School Assistant Hindi,2
41064,High School Assistant Hindi(Sel. Gr),1
41064,High School Assistant Malayalam(HG),2
41064,High School Assistant Natural Science,1
41064,High School Assistant Physical Science,3
41064,High School Assistant Social Science (HG),1
41064,High School Assistant Social Science(HG),1
41064,Office Attendant Gr I (22 Yrs HG),1
41064,Physical Education Teacher(Before 11/04/2013),1
41064,UP School Assistant (Sel Gr),3
41065,High School Assistant (HG),2
41065,High School Assistant Arabic,1
41065,High School Assistant English (Snr Gr),2
41065,High School Assistant Hindi(HG),1
41065,High School Assistant Malayalam(Snr Gr),1
41065,High School Assistant Mathematics,2
41065,High School Assistant Physical Science(HG),1
41065,High School Assistant Social Science,2
41065,High School Assistant Social Science (HG),1
41065,Office Attendant Gr II,1
41065,P D Teacher (Senior Grade),2
41065,Senior Clerk (15 Yrs TBHG - P),1
41065,UP School Assistant,5
