school_code,total_area_acre,solar_power,drinking_water,net_connectivity,total_class_room,multi_media_room,total_smart_class_room,little_kites,total_staff_room,computer_lab,science_lab,survey_number_s,total_no_of_computers_available_in_the_school,total_no_of_printers_available_in_the_school,first_aid_room,public_addressing_system,kitchen,cctv,store_book_stationary,tv_hall,canteen,rainwater_harvesting,land_obtained_for_establishing_school,play_ground,waste_management_system,autism_park,dining_hall,auditorium,indoor_stadium,students_police,music_class_room,activities,agricultural_activity,land_protected_by,toilet,she_toilet,no_of_toilets_for_boys,no_of_toilets_for_girls,no_of_urinals_for_boys,no_of_urinals_for_girls,parking_space,garden,transportation,hostel_facility,building_type,bio_gas,incinerator_facility,building_plinth_area,building_ownership,library,electrification
22644,nil,No,Well,Yes,7.0,Yes,2.0,No,1.0,Yes,No,nil,5.0,2.0,Yes,No,No,Yes,Yes,Yes,No,Yes,Donated by an Organization,Yes  Football,Yes,No,No,No,No,No,No,,No,Fully,Yes,Yes,2.0,2.0,20.0,20.0,No,Yes,School Bus,No,Pucaa,No,No,mtrs,Owned,YesNo of books: 500,Yes
24526,10CENT,No,Pub Tap & well,Yes,4.0,No,1.0,No,1.0,No,No,12/5,5.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Nil,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Pucaa,No,No,147.sq mtr,Owned,YesNo of books: 1500,Yes
12532,61.5 cents,No,Well,Yes,8.0,No,1.0,No,1.0,No,No,119/1A1A,8.0,1.0,No,No,Yes,No,No,Yes,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Fully,Yes,No,1.0,1.0,4.0,4.0,Yes,Yes,,No,Pucaa,No,No,382.98,Owned,YesNo of books: 2250,Yes
32380,6.14,No,Well,Yes,9.0,No,1.0,No,1.0,Yes,No,226/5,2.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,Yes,No,No,No,,Yes,Fully,Yes,Yes,3.0,7.0,0.0,0.0,No,No,School Bus,No,Semi Pucca,No,No,4.6,Owned,YesNo of books: 90,Yes
22640,54cents,No,Well,Yes,6.0,No,1.0,No,1.0,Yes,Yes,"1512,14,15",4.0,1.0,No,No,Yes,No,No,No,No,Yes,Owned by Manager,Yes  Badminton,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,Yes,0.0,2.0,0.0,4.0,No,Yes,School Bus,No,Pucaa,No,No,1214,Owned,YesNo of books: 1200,Yes
45014,3.49,No,Well,Yes,10.0,No,7.0,No,2.0,Yes,Yes,224/29-1,7.0,2.0,No,Yes,Yes,Yes,Yes,No,No,No,Government Owned,Yes  Football,No,No,No,Yes,No,No,No,NSS,Yes,Partially,Yes,Yes,6.0,6.0,2.0,0.0,Yes,Yes,,No,Semi Pucca,No,No,21180,Owned,YesNo of books: 1932,Yes
14838,1,No,Well,Yes,5.0,No,2.0,No,1.0,Yes,Yes,22,7.0,1.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,No,No,Yes,No,No,No,No,,Yes,Partially,Yes,No,1.0,2.0,2.0,3.0,No,Yes,School Bus,No,Pucaa,No,No,566.37 m/s,Owned,YesNo of books: 1467,Yes
11224,1.35 Cents,No,Well,Yes,4.0,No,0.0,No,1.0,No,No,487/3,4.0,2.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,No,No,No,No,No,No,No,,No,Partially,Yes,No,3.0,3.0,2.0,2.0,Yes,No,,No,Pucaa,No,No,3150 Sq.Ft,Owned,No,Yes
25013,16.679 acres,No,Well,Yes,16.0,No,1.0,No,2.0,Yes,Yes,152/3,20.0,1.0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Owned by Manager,Yes  Football / Volleyball / Badminton,No,No,No,Yes,No,No,Yes,JRC,No,Fully,Yes,Yes,2.0,5.0,10.0,7.0,Yes,Yes,School Bus,No,Pucaa,No,No,2145.04sqm,Owned,YesNo of books: 2100,Yes
14329,0.25,No,Well,Yes,8.0,No,2.0,No,0.0,Yes,No,59/1,8.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,2.0,2.0,No,Yes,,No,Pucaa,No,No,2875Sq.ft,Owned,YesNo of books: 650,Yes
21845,1 acre,No,Well,No,13.0,No,0.0,Yes,1.0,Yes,No,171/1A.175,9.0,1.0,No,No,Yes,No,No,No,No,Yes,Owned by Manager,Yes  Badminton,Yes,No,No,No,No,No,No,,No,Fully,Yes,No,3.0,4.0,12.0,5.0,No,No,School Bus,No,Pucaa,No,No,645.21 SQM,Owned,No,Yes
20646,1 Acre,No,Borewll,Yes,4.0,No,0.0,No,1.0,Yes,No,"203/2, 203/2A",1.0,0.0,No,No,Yes,No,Yes,No,No,No,Pvt. Management Handover to Govt.,Yes  Football,No,No,No,No,No,No,No,,No,Partially,Yes,Yes,2.0,2.0,2.0,2.0,Yes,Yes,,No,Pucaa,No,No,40x20x10,Owned,YesNo of books: 740,Yes
14614,35 Cent,No,Well,Yes,4.0,No,3.0,No,1.0,No,No,8/2,4.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,2.0,No,Yes,,No,Pucaa,No,No,1668sqf,Owned,YesNo of books: 485,Yes
14840,70 cents,No,Borewll,Yes,12.0,No,0.0,No,1.0,Yes,No,114/1B1A,8.0,2.0,No,Yes,Yes,No,Yes,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,4.0,4.0,10.0,4.0,Yes,Yes,,No,Pucaa,No,No,10092Sq.ft,Owned,YesNo of books: 730,Yes
30332,1.50,No,Others,No,5.0,No,0.0,No,0.0,No,No,661PT-9/2 & 9/3,0.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Nil,Yes,No,2.0,2.0,2.0,2.0,No,Yes,,No,Pucaa,No,No,167.75,Owned,No,Yes
47318,.5,No,Others,Yes,15.0,No,2.0,No,1.0,Yes,No,72/1,10.0,1.0,No,Yes,Yes,No,No,No,No,No,Donated by well wishers,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,5.0,6.0,0.0,0.0,No,No,,No,Semi Pucca,No,No,488.31m sq,Owned,YesNo of books: 2500,Yes
24064,1.92 acres,No,Public Tap,Yes,21.0,Yes,19.0,Yes,3.0,Yes,Yes,"98/10,98/11,98/12,98/13A,98/13",38.0,3.0,Yes,Yes,Yes,No,Yes,No,No,No,Government Owned,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,"NSS,NCC & JRC",Yes,Partially,Yes,Yes,11.0,11.0,5.0,13.0,Yes,Yes,School Bus,No,Pucaa,Yes,Yes,5600 sq.ft,Owned,YesNo of books: 2500,Yes
16522,22.5 Cent,No,Well,Yes,12.0,Yes,2.0,No,1.0,Yes,No,146/6,6.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,1.0,2.0,No,No,School Bus,No,Pucaa,No,No,3776 sq ft,Owned,YesNo of books: 633,Yes
35447,0.58 Acre,No,Public Tap,No,14.0,No,0.0,No,1.0,Yes,Yes,"3723,3726",2.0,1.0,Yes,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,Yes,No,Yes,No,No,No,No,,Yes,Partially,Yes,Yes,1.0,1.0,1.0,1.0,Yes,Yes,,No,Pucaa,No,No,530 sqmt,Owned,YesNo of books: 1800,Yes
47084,3 arces 39.25 c,No,Well,Yes,12.0,Yes,1.0,Yes,1.0,Yes,Yes,"15/1,15/1-9",20.0,2.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,No,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Nil,Yes,No,8.0,13.0,5.0,5.0,Yes,Yes,,No,Semi Pucca,Yes,Yes,1014.43,Owned,YesNo of books: 3500,Yes
20208,.94,No,Pub Tap & well,No,5.0,No,0.0,No,0.0,No,No,27/1,3.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,No,No,Scouts & Guides,No,Partially,Yes,No,2.0,2.0,1.0,1.0,Yes,No,,No,Pucaa,No,No,85 sqmeter,Owned,YesNo of books: 1075,Yes
22012,90 cent,No,Well,Yes,20.0,Yes,17.0,Yes,2.0,Yes,Yes,74316,32.0,2.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Government Owned,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,No,No,"NSS,NCC & JRC",Yes,Partially,Yes,Yes,4.0,5.0,7.0,15.0,Yes,Yes,,No,Katcha,No,Yes,yes,Owned,YesNo of books: 10000,Yes
32074,3.4086,No,Well,Yes,21.0,Yes,2.0,Yes,3.0,Yes,Yes,135/52,15.0,3.0,Yes,Yes,No,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Badminton,Yes,No,Yes,Yes,No,No,No,JRC,Yes,Partially,Yes,Yes,13.0,15.0,2.0,0.0,Yes,No,School Bus,No,Pucaa,No,Yes,24674,Owned,YesNo of books: 2800,Yes
20527,1 acra 7 cent,No,Well,Yes,9.0,No,1.0,No,0.0,Yes,No,366/8,7.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,No,No,No,No,No,No,No,No,,No,Fully,Yes,No,1.0,1.0,3.0,3.0,Yes,Yes,School Bus,No,Pucaa,No,No,3042.75 sq,Owned,YesNo of books: 985,Yes
12531,1acre48 cent,No,Borewll,Yes,12.0,Yes,2.0,No,2.0,Yes,Yes,215/4,9.0,2.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Owned by Manager,Yes  Football,No,No,Yes,No,No,No,No,"NSS,NCC & JRC",Yes,Fully,Yes,No,3.0,3.0,8.0,6.0,Yes,Yes,,No,Pucaa,No,No,303.64,Owned,YesNo of books: 320,Yes
38430,1 acre,No,Public Tap,No,6.0,No,1.0,No,2.0,No,No,553/8,3.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,No,No,No,No,No,No,No,,No,Fully,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Pucaa,No,No,2830 sqft,Owned,No,Yes
24398,4,No,Pub Tap & well,Yes,14.0,No,3.0,No,1.0,Yes,Yes,"1606 to 1608,1655&1656",3.0,1.0,No,Yes,Yes,No,No,Yes,No,No,Owned by Manager,Yes  Badminton,No,No,Yes,No,No,No,No,,Yes,Nil,Yes,Yes,4.0,6.0,4.0,4.0,Yes,No,,Both,Pucaa,No,No,1483.91m^2,Owned,YesNo of books: 868,Yes
47118,87.14Cent,Yes,Well,Yes,18.0,Yes,7.0,Yes,1.0,Yes,No,1/3,14.0,0.0,No,No,Yes,No,No,Yes,No,No,Government Owned,No,No,No,No,Yes,No,No,No,JRC,Yes,Partially,Yes,No,5.0,5.0,5.0,5.0,No,No,,No,Pucaa,No,Yes,8600sq ft,Owned,YesNo of books: 1500,Yes
20242,63 cent,No,Well,Yes,7.0,No,0.0,No,1.0,No,No,"164/13 ,164/14, 167/15-1",6.0,1.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,No,Fully,Yes,No,1.0,1.0,1.0,1.0,No,No,,No,Pucaa,No,No,172.95 m2,Owned,No,Yes
24031,4.09,No,Borewll,Yes,31.0,No,20.0,Yes,2.0,Yes,Yes,855/2,22.0,3.0,No,Yes,Yes,No,No,Yes,No,Yes,Donated by well wishers,Yes  Football,Yes,No,No,No,No,Yes,No,"NSS,NCC & JRC",No,Partially,Yes,Yes,2.0,18.0,1.0,0.0,No,Yes,,No,Pucaa,No,Yes,.18400,Owned,YesNo of books: 10500,Yes
27215,1.6 acre,No,Well,Yes,6.0,No,1.0,No,1.0,Yes,No,402/1,4.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,3.0,3.0,Yes,Yes,,No,Pucaa,No,No,120*80,Owned,YesNo of books: 1700,Yes
27356,75 cent,No,Pub Tap & well,Yes,6.0,No,0.0,No,1.0,Yes,No,391/1,2.0,2.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Fully,Yes,No,2.0,3.0,10.0,12.0,No,Yes,School Bus,No,Pucaa,No,No,4210,Owned,YesNo of books: 890,Yes
38604,0.4,No,Pub Tap & well,No,8.0,No,0.0,No,0.0,No,No,968/1-10-6,5.0,1.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,No,No,Yes,Yes,No,No,No,,No,Fully,Yes,No,1.0,1.0,1.0,1.0,No,No,School Bus,No,Semi Pucca,No,No,725sqm,Owned,YesNo of books: 350,Yes
45052,3acre,Yes,Well,Yes,25.0,Yes,10.0,No,4.0,Yes,Yes,129/2,25.0,4.0,Yes,Yes,No,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,No,Yes,JRC,Yes,Fully,Yes,Yes,36.0,40.0,40.0,40.0,Yes,Yes,School Bus,Both,Pucaa,No,Yes,25000,Owned,YesNo of books: 11000,Yes
21038,3.5,No,Well,Yes,11.0,Yes,11.0,Yes,2.0,Yes,Yes,"296/2,block 4  PERUMATTY Villa",25.0,2.0,No,Yes,Yes,Yes,No,No,No,Yes,Government Owned,Yes  Football,Yes,No,No,No,No,No,No,JRC,No,Partially,Yes,No,2.0,6.0,4.0,6.0,Yes,Yes,,No,Semi Pucca,Yes,No,461.88 Mtr,Owned,YesNo of books: 4998,Yes
28009,3,No,Well,Yes,18.0,No,9.0,Yes,1.0,Yes,Yes,"885/13,885/16",29.0,2.0,Yes,Yes,Yes,Yes,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,Yes,Yes,"JRC,NCC ,Scouts & Guides",Yes,Partially,Yes,Yes,7.0,15.0,4.0,0.0,Yes,Yes,,No,Semi Pucca,No,No,12062 Sq.M,Owned,YesNo of books: 4300,Yes
28721,683sq m,No,Well,Yes,6.0,No,0.0,No,1.0,Yes,No,800/7A1,2.0,1.0,Yes,No,No,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,No,Fully,Yes,No,2.0,2.0,2.0,2.0,Yes,Yes,,No,Semi Pucca,No,No,341.78 sq,Owned,YesNo of books: 120,Yes
14062,3.15,No,Well,Yes,16.0,Yes,13.0,Yes,2.0,Yes,Yes,162/1B,25.0,3.0,No,Yes,Yes,No,Yes,No,No,Yes,Owned by Manager,Yes  Football / Volleyball / Badminton,No,No,No,Yes,No,No,No,"JRC,NCC ,Scouts & Guides",Yes,Partially,Yes,No,4.0,8.0,16.0,8.0,No,No,School Bus,No,Pucaa,No,No,80000sq.ft,Owned,YesNo of books: 4000,Yes
21301,0.1072,No,Public Tap,Yes,5.0,No,1.0,No,1.0,No,No,33  (block no 69),4.0,1.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,1.0,1.0,2.0,2.0,Yes,Yes,,No,Pucaa,No,No,3200 sq  f,Owned,No,Yes
13934,51,No,Borewll,Yes,19.0,No,1.0,No,1.0,No,No,72/9,5.0,2.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,No,Fully,Yes,No,6.0,6.0,4.0,4.0,Yes,Yes,,No,Pucaa,No,No,1236.59,Owned,No,Yes
34335,0.3186Ha,No,Others,Yes,14.0,No,2.0,No,1.0,No,No,"338/11A3,338/13C2,338/10.2",11.0,0.0,No,No,Yes,No,No,No,No,No,Government Owned,No,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,4.0,1.0,4.0,Yes,Yes,School Bus,No,Pucaa,Yes,No,724.89M2,Owned,YesNo of books: 4121,Yes
13944,2.Acres,No,Well,Yes,17.0,No,1.0,No,1.0,Yes,No,18/3,9.0,1.0,No,Yes,Yes,No,No,Yes,No,Yes,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Nil,Yes,Yes,4.0,7.0,4.0,6.0,Yes,Yes,School Bus,No,Semi Pucca,No,No,6940Sq fee,Owned,YesNo of books: 3100,Yes
29014,3,No,Well,Yes,20.0,Yes,15.0,Yes,2.0,Yes,Yes,"825/14,24,2B,3,4A&4B",40.0,3.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,No,No,"NSS,NCC ,Scouts & Guides",Yes,Partially,Yes,Yes,4.0,21.0,17.0,21.0,Yes,Yes,,No,Pucaa,No,Yes,85.4 M2,Owned,YesNo of books: 5000,Yes
47653,46 cent,No,Pub Tap & well,Yes,16.0,No,3.0,No,2.0,Yes,Yes,33/1,9.0,1.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Owned by Manager,Yes  Football / Volleyball,No,No,No,Yes,No,No,No,Scouts & Guides,Yes,Fully,Yes,Yes,1.0,7.0,6.0,6.0,No,No,School Bus,No,Pucaa,No,Yes,270 feet,Owned,YesNo of books: 2500,Yes
25618,60cent,No,Pub Tap & well,Yes,8.0,No,0.0,No,0.0,No,No,457/6,1.0,1.0,No,No,Yes,No,No,No,No,Yes,Government Owned,No,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,2.0,3.0,2.0,2.0,Yes,Yes,,No,Pucaa,No,No,9600,Owned,YesNo of books: 1075,Yes
21368,1.86Acre,No,Borewll,Yes,11.0,Yes,1.0,Yes,1.0,Yes,No,"621,622,620",5.0,1.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,Yes,Yes,No,No,No,Yes,,No,Fully,Yes,Yes,2.0,2.0,10.0,10.0,Yes,Yes,,No,Pucaa,No,Yes,2303.48 Sq,Owned,YesNo of books: 600,Yes
46420,1.13,No,Well,Yes,7.0,Yes,1.0,No,1.0,Yes,No,"504/1,504/2",10.0,1.0,No,No,Yes,No,No,No,No,Yes,Donated by well wishers,Yes  Badminton,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,2.0,8.0,2.0,0.0,Yes,Yes,,No,Semi Pucca,No,No,406m2,Owned,No,Yes
12543,30 cent,No,Borewll,Yes,15.0,Yes,5.0,Yes,1.0,Yes,Yes,184/3f,10.0,1.0,Yes,Yes,Yes,No,No,No,No,No,Government Owned,No,Yes,No,No,No,No,No,No,Scouts & Guides,No,Fully,Yes,Yes,6.0,10.0,2.0,10.0,No,Yes,School Bus,No,Pucaa,No,No,360squar m,Owned,YesNo of books: 2000,Yes
16846,20cnt,No,Well,Yes,5.0,No,1.0,No,1.0,Yes,Yes,rs7/7,8.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,Yes,No,No,No,No,No,No,JRC,Yes,Partially,No,No,1.0,1.0,6.0,4.0,No,Yes,,No,Pucaa,No,No,124m2,Owned,YesNo of books: 640,Yes
35293,0.36,Yes,Pub Tap & well,Yes,8.0,Yes,1.0,No,1.0,Yes,No,13524,4.0,1.0,Yes,Yes,Yes,No,No,Yes,Yes,No,Owned by Manager,No,Yes,No,Yes,Yes,No,No,Yes,,Yes,Fully,Yes,Yes,1.0,1.0,4.0,4.0,Yes,Yes,School Bus,No,Pucaa,Yes,No,656.8,Owned,YesNo of books: 2817,Yes
17216,50 cent,No,Well,Yes,4.0,No,0.0,Yes,1.0,No,No,72/2,2.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,JRC,No,Fully,Yes,No,0.0,4.0,0.0,8.0,No,Yes,,No,Pucaa,No,No,192.8,Owned,No,Yes
13741,One,No,Borewll,Yes,13.0,Yes,10.0,No,1.0,No,Yes,1/1A3,9.0,1.0,No,Yes,Yes,Yes,No,No,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,No,3.0,3.0,3.0,3.0,Yes,Yes,School Bus,No,Pucaa,No,No,5034Sqft,Owned,YesNo of books: 1466,Yes
29419,0.865,No,Well,No,4.0,No,0.0,No,0.0,No,No,4337-170/93,2.0,0.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,No,No,No,No,No,,Yes,Nil,Yes,No,1.0,1.0,1.0,1.0,No,Yes,,No,Semi Pucca,No,No,180 sq.m,Owned,No,Yes
26262,1.75,No,Public Tap,Yes,6.0,No,1.0,No,1.0,Yes,Yes,1054/1,13.0,3.0,No,Yes,Yes,No,No,No,No,No,Government Owned,No,No,No,No,Yes,No,No,No,,Yes,Fully,Yes,No,0.0,10.0,0.0,12.0,No,Yes,,No,Pucaa,No,No,7600,Owned,YesNo of books: 1000,Yes
36044,3.5,No,Well,Yes,35.0,No,6.0,Yes,2.0,Yes,Yes,246/8,21.0,2.0,Yes,Yes,Yes,No,Yes,No,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,No,Yes,JRC,Yes,Fully,Yes,No,3.0,5.0,10.0,13.0,Yes,Yes,,No,Pucaa,Yes,No,1296,Owned,YesNo of books: 3500,Yes
24021,3acre 11.9cent,No,Well,Yes,37.0,Yes,24.0,Yes,3.0,Yes,Yes,"920/1,920/3",57.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,Yes,Yes,JRC,Yes,Partially,Yes,Yes,16.0,12.0,36.0,35.0,Yes,Yes,,No,Pucaa,No,Yes,4133.62 M,Owned,YesNo of books: 4000,Yes
45230,1 Acre,No,Pub Tap & well,Yes,12.0,Yes,2.0,No,1.0,Yes,No,"125/14AB,125/5,125/13A",6.0,1.0,Yes,Yes,Yes,No,No,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,Yes,No,No,No,,Yes,Fully,Yes,No,6.0,6.0,5.0,5.0,Yes,Yes,,No,Semi Pucca,No,No,247.68,Owned,YesNo of books: 2000,Yes
33443,65 cent,No,Others,Yes,7.0,No,1.0,No,1.0,No,Yes,11/,5.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Government Owned,No,Yes,No,Yes,No,No,No,No,,Yes,Fully,Yes,No,2.0,4.0,5.0,4.0,No,Yes,,No,Pucaa,No,No,7500 sq ft,Owned,YesNo of books: 3000,Yes
16244,0.165,No,Well,No,5.0,No,0.0,No,1.0,No,No,65/9,3.0,0.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,No,Yes,No,No,No,No,No,No,,Yes,Fully,Yes,No,0.0,2.0,2.0,0.0,No,Yes,,No,Pucaa,Yes,No,128.66,Owned,YesNo of books: 600,Yes
12412,1 acres,No,Borewll,No,4.0,Yes,1.0,No,0.0,No,No,588/2,5.0,0.0,No,No,Yes,No,Yes,No,No,Yes,Government Owned,Yes  Football / Volleyball,No,No,Yes,No,No,No,No,,No,Fully,Yes,No,2.0,2.0,0.0,0.0,Yes,Yes,,No,Semi Pucca,No,No,150 sq  mt,Owned,YesNo of books: 0,Yes
20250,1.4,No,Well,Yes,17.0,No,2.0,No,1.0,Yes,Yes,36/11 and 33/2,16.0,2.0,No,Yes,Yes,No,Yes,Yes,No,No,Owned by Manager,Yes  Football,Yes,No,No,No,No,No,No,,Yes,Partially,Yes,Yes,5.0,3.0,11.0,5.0,No,Yes,,No,Pucaa,No,Yes,7864 sqft,Owned,YesNo of books: 3250,Yes
32445,1 acre,No,Well,Yes,7.0,Yes,1.0,No,2.0,Yes,Yes,"318/8-1, 318/8-2",4.0,1.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,No,No,No,No,No,No,No,,Yes,Partially,Yes,No,1.0,2.0,2.0,1.0,No,Yes,School Bus,No,Pucaa,No,No,404sq.m,Owned,YesNo of books: 700,Yes
16060,4.05 ACRE,No,Well,Yes,37.0,Yes,16.0,Yes,3.0,Yes,Yes,"316/3,319/8,320/12,11/6,10/6,2",35.0,2.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football / Volleyball / Badminton,Yes,No,No,Yes,No,No,No,Scouts & Guides,Yes,Fully,Yes,Yes,12.0,20.0,17.0,20.0,Yes,Yes,School Bus,No,Pucaa,No,No,2000 meter,Owned,YesNo of books: 1000,Yes
20523,0.73 cent,No,Well,Yes,8.0,No,0.0,No,1.0,No,No,397123,4.0,0.0,No,No,Yes,No,No,No,No,No,Pvt. Management Handover to Govt.,Yes  Football,No,No,No,No,No,No,No,,No,Fully,Yes,Yes,1.0,1.0,1.0,1.0,No,Yes,,No,Semi Pucca,No,No,0.20,Owned,No,Yes
28022,1.2 Hector,No,Well,Yes,15.0,Yes,1.0,Yes,1.0,Yes,Yes,9.Nos. 78/9.0972,25.0,4.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,Yes,No,No,No,Scouts & Guides,Yes,Partially,Yes,Yes,7.0,10.0,12.0,10.0,Yes,Yes,,Girls,Pucaa,No,Yes,821.6Sq.M,Owned,YesNo of books: 10282,Yes
47448,0.14,No,Well,Yes,6.0,No,1.0,No,1.0,No,No,34/4,7.0,1.0,No,Yes,Yes,No,No,No,No,Yes,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Fully,Yes,No,2.0,2.0,0.0,0.0,No,Yes,School Bus,No,Pucaa,No,No,304.36 SqM,Owned,YesNo of books: 896,Yes
16658,0.50,No,Well,Yes,16.0,No,1.0,No,1.0,Yes,No,7/43,4.0,1.0,Yes,No,Yes,No,No,No,No,No,Owned by Manager,Yes  Badminton,Yes,No,No,Yes,No,No,No,,No,Nil,Yes,Yes,3.0,3.0,1.0,1.0,Yes,Yes,School Bus,No,Pucaa,No,No,7000 sq ft,Owned,YesNo of books: 850,Yes
36024,3.12,No,Pub Tap & well,Yes,57.0,Yes,1.0,Yes,1.0,Yes,Yes,"35/1,35/3,35/2,35/4",46.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,No,Yes,No,No,No,No,NCC & All,Yes,Fully,Yes,Yes,20.0,20.0,51.0,10.0,Yes,Yes,,No,Semi Pucca,Yes,Yes,1337532,Owned,YesNo of books: 1500,Yes
47108,3.5 Acre,No,Well,Yes,11.0,Yes,1.0,Yes,1.0,Yes,Yes,Unsurvey,22.0,2.0,No,Yes,Yes,No,No,No,No,No,Owned by Manager,Yes  Football / Volleyball,Yes,No,No,No,No,No,No,Scouts & Guides,Yes,Nil,Yes,Yes,5.0,5.0,10.0,5.0,Yes,Yes,,No,Semi Pucca,No,Yes,864.30m2,Owned,YesNo of books: 1370,Yes
16622,0.35,No,Public Tap,Yes,6.0,No,1.0,No,1.0,No,No,41/4,2.0,0.0,No,No,Yes,No,No,No,No,No,Owned by Manager,No,No,No,No,No,No,No,No,,No,Partially,Yes,No,1.0,1.0,3.0,3.0,No,No,,No,Pucaa,No,No,1800 sq ft,Owned,YesNo of books: 550,Yes
37630,.25 Acre,No,Pub Tap & well,Yes,4.0,No,0.0,No,1.0,No,No,41/1,0.0,1.0,No,No,Yes,No,No,No,No,Yes,Owned by Manager,No,No,No,No,No,No,No,No,,Yes,Nil,Yes,No,1.0,1.0,1.0,1.0,Yes,No,,No,Pucaa,No,No,1200,Owned,No,Yes
